PM10,PM25,SO2,CO,O3,NO2,kategori
44,68,20,11,21,33,1
53,75,25,15,23,44,1
60,87,28,19,30,53,1
52,77,19,10,14,35,1
52,74,24,10,20,35,1
23,34,13,2,15,7,0
28,50,17,4,16,17,0
22,38,15,3,14,10,0
15,34,15,2,13,6,0
22,43,13,3,13,8,0
43,67,19,6,14,16,1
18,26,12,2,16,8,0
15,34,13,3,13,9,0
23,52,15,4,21,10,1
28,34,31,7,15,5,0
39,52,35,13,15,9,1
41,57,39,15,15,9,1
60,81,55,23,18,11,1
30,31,34,12,16,9,0
33,50,36,10,21,11,0
28,43,33,8,24,9,0
44,57,32,17,15,7,1
31,46,34,10,13,6,0
46,61,46,15,16,10,1
58,75,43,19,20,14,1
51,63,39,18,22,10,1
58,81,38,24,33,15,1
63,85,56,28,25,19,1
34,52,53,15,17,11,1
53,68,56,17,17,9,1
35,53,51,11,22,10,1
31,49,54,10,24,11,1
55,71,53,16,23,14,1
62,85,52,23,20,14,1
32,50,40,7,40,14,0
40,63,43,8,43,16,1
46,65,44,14,39,24,1
61,88,51,18,45,31,1
33,58,42,11,43,19,1
49,71,31,15,51,30,1
31,52,32,8,50,20,1
33,54,34,9,41,24,1
33,50,33,8,51,22,1
49,62,40,13,42,22,1
31,53,34,9,34,23,1
51,65,43,9,35,26,1
62,86,44,11,50,30,1
58,75,35,15,57,32,1
44,64,35,13,54,24,1
53,67,32,11,58,20,1
65,94,36,21,54,49,1
36,56,35,15,36,27,1
53,70,38,19,35,30,1
50,66,35,14,40,24,1
53,68,38,16,34,33,1
47,64,38,13,38,35,1
61,85,33,23,37,44,1
53,70,43,12,32,15,1
66,110,47,16,61,23,2
56,78,49,11,60,13,1
78,126,48,17,126,25,2
68,109,50,12,91,19,2
85,148,51,25,74,37,2
64,85,49,17,56,30,1
80,130,50,25,57,37,2
64,98,50,12,66,19,1
71,119,50,15,82,20,2
76,116,49,17,81,27,2
57,78,49,13,79,22,1
59,101,49,13,65,17,2
76,117,50,14,69,18,2
70,105,49,14,66,26,2
64,89,49,25,84,28,1
55,78,48,17,108,25,2
61,89,51,15,181,33,2
64,84,50,17,63,28,1
65,94,49,17,97,25,1
74,107,52,19,80,27,2
73,116,49,19,82,29,2
61,88,50,14,103,21,2
60,84,48,18,97,27,1
76,119,50,18,114,29,2
69,101,49,19,87,29,2
60,82,47,17,79,26,1
69,99,48,15,82,20,1
82,141,51,19,129,24,2
67,113,50,15,84,28,2
71,103,51,14,45,23,2
62,92,51,13,55,24,1
63,86,51,14,58,26,1
57,79,51,14,56,26,1
58,94,50,14,48,25,1
73,97,50,24,50,45,1
63,90,50,16,37,24,1
69,112,50,17,42,32,2
66,110,51,21,37,41,2
70,113,51,17,46,28,2
72,113,51,21,43,33,2
70,103,51,19,49,35,2
62,100,51,18,52,33,1
78,117,51,26,34,39,2
53,79,52,18,35,27,1
64,88,51,20,37,34,1
56,72,48,22,41,39,1
71,91,49,28,32,43,1
55,79,49,15,38,21,1
42,76,50,9,33,14,1
64,102,50,18,37,31,2
39,43,51,11,27,17,1
27,53,51,9,30,19,1
52,66,51,11,45,21,1
58,82,51,19,39,41,1
52,67,50,16,31,27,1
67,88,51,28,47,45,1
64,92,51,22,42,44,1
56,85,51,13,54,25,1
62,93,51,19,52,36,1
55,78,51,13,58,27,1
67,94,50,28,47,45,1
63,91,52,17,54,36,1
77,126,51,23,59,45,2
54,74,50,14,38,25,1
58,95,50,24,39,35,1
35,61,50,17,28,25,1
51,66,53,17,35,34,1
61,89,51,20,39,32,1
51,68,50,22,36,42,1
67,98,51,15,40,33,1
80,128,52,14,39,21,2
41,66,51,18,35,27,1
51,87,51,11,49,19,1
60,78,51,21,44,22,1
65,89,51,13,49,23,1
66,95,52,23,49,42,1
62,81,51,22,55,42,1
63,90,51,18,38,34,1
66,101,53,30,36,50,2
64,96,51,25,41,47,1
46,71,51,19,31,25,1
60,85,51,17,44,28,1
59,95,51,16,39,33,1
54,80,52,10,31,22,1
58,72,52,12,35,25,1
42,53,53,16,29,27,1
40,62,51,11,29,19,1
50,71,52,11,29,23,1
51,66,52,10,34,24,1
52,77,52,15,38,26,1
53,73,51,22,48,32,1
64,93,52,17,50,31,1
60,94,52,18,42,30,1
60,100,52,16,49,31,1
74,117,52,19,48,33,2
70,107,49,24,41,44,2
53,88,52,21,37,40,1
51,85,52,16,47,35,1
59,94,51,21,31,41,1
44,72,52,20,31,32,1
46,71,51,10,30,17,1
28,60,52,10,29,23,1
56,83,52,12,28,30,1
65,98,52,30,38,45,1
64,96,52,26,46,45,1
85,154,54,23,29,47,2
57,86,62,45,27,32,1
49,65,59,49,23,24,1
58,92,57,55,26,24,1
43,62,58,54,25,27,1
46,66,57,41,15,19,1
46,60,53,12,37,28,1
60,87,51,13,36,26,1
56,82,52,14,39,27,1
55,77,52,17,41,29,1
73,117,53,16,48,42,2
59,102,51,14,51,26,2
49,80,49,13,37,21,1
64,89,52,13,76,21,1
27,50,40,12,30,11,0
50,59,40,15,28,17,1
45,71,41,14,38,21,1
55,87,49,16,43,38,1
70,115,47,26,62,36,2
67,108,44,23,69,37,2
65,118,47,18,67,30,2
53,74,45,19,86,29,1
66,110,48,24,62,33,2
74,119,52,33,61,38,2
66,109,51,29,49,39,2
70,98,41,19,55,29,1
52,68,42,14,55,29,1
24,47,41,12,49,23,0
57,85,48,13,34,18,1
72,119,58,44,53,44,2
75,129,53,25,59,50,2
63,84,52,12,60,28,1
58,75,47,14,48,25,1
38,56,45,14,57,24,1
41,58,46,9,51,19,1
57,74,48,11,58,18,1
57,73,50,11,35,15,1
52,73,51,12,39,20,1
40,57,51,15,51,23,1
40,57,55,14,68,24,1
54,67,47,14,59,33,1
67,93,44,19,63,28,1
67,102,47,20,65,32,2
55,69,51,15,68,29,1
46,63,48,15,63,32,1
38,62,52,15,63,32,1
46,59,51,15,38,29,1
64,101,39,36,55,45,2
42,83,41,12,59,20,1
47,91,44,13,45,26,1
59,82,41,13,70,29,1
60,118,44,14,99,28,2
63,114,41,24,82,30,2
60,108,42,30,52,43,2
83,128,49,25,52,42,2
46,56,41,15,43,24,1
61,105,42,18,69,34,2
52,78,41,13,84,29,1
73,135,40,13,88,14,2
58,109,39,18,60,31,2
39,51,58,15,57,21,1
43,62,53,18,55,30,1
54,72,46,12,68,27,1
58,99,48,20,65,33,1
66,101,47,22,64,26,2
27,50,44,11,17,12,0
95,160,49,34,137,34,2
61,117,44,17,52,31,2
49,62,40,12,59,28,1
67,92,43,17,49,29,1
90,122,51,19,70,29,2
43,65,43,15,40,22,1
46,61,41,16,34,19,1
50,63,38,12,35,17,1
46,73,40,15,48,20,1
67,111,40,23,69,32,2
77,141,40,23,77,28,2
51,76,41,21,53,25,1
56,97,41,22,54,28,1
60,109,39,25,80,31,2
50,59,39,13,41,21,1
77,107,46,23,52,52,2
60,112,42,24,79,40,2
50,75,40,20,58,28,1
55,102,40,15,45,25,2
29,53,37,13,37,13,1
53,90,38,21,28,18,1
48,68,40,17,36,22,1
32,53,41,13,45,20,1
30,55,43,12,35,18,1
32,51,46,15,24,15,1
74,114,47,19,76,38,2
39,53,38,16,17,6,1
35,60,40,10,46,16,1
66,128,42,22,77,31,2
58,100,42,22,81,31,1
57,101,44,14,72,30,2
34,55,44,8,65,20,1
61,85,54,13,63,25,1
54,75,41,12,81,26,1
54,86,50,17,74,28,1
63,98,42,19,76,21,1
56,92,41,12,82,13,1
53,102,41,13,72,20,2
36,58,40,13,58,23,1
58,90,41,16,82,17,1
53,77,43,18,55,27,1
59,79,46,14,72,32,1
74,102,45,22,76,33,2
63,119,46,16,91,21,2
66,104,44,14,111,25,2
63,98,44,17,95,31,1
82,164,46,27,80,38,2
50,76,42,21,59,28,1
52,81,40,17,50,29,1
58,90,42,22,62,35,1
73,92,53,19,73,43,1
51,74,39,14,40,17,1
61,99,42,18,70,28,1
66,126,48,24,61,26,2
51,89,45,17,58,31,1
57,105,43,17,82,33,2
79,146,52,25,76,35,2
57,93,45,15,52,26,1
74,121,48,16,58,27,2
58,98,46,11,54,21,1
68,123,47,17,53,24,2
58,82,44,20,58,32,1
75,136,43,28,64,46,2
62,99,42,15,89,24,1
68,106,45,22,69,36,2
82,131,46,23,60,31,2
85,123,46,22,77,38,2
82,119,46,19,68,32,2
71,123,47,17,72,27,2
73,118,47,23,82,37,2
75,117,45,30,58,42,2
85,130,45,25,50,37,2
80,141,45,25,44,43,2
75,112,49,27,52,50,2
61,97,46,22,71,38,1
61,112,45,22,71,33,2
58,92,45,15,67,28,1
56,82,44,26,49,36,1
65,110,44,18,54,25,2
61,76,44,18,50,32,1
62,116,45,15,87,27,2
78,136,44,26,92,51,2
51,68,44,20,72,36,1
74,123,50,12,86,22,2
82,132,50,16,90,30,2
70,116,50,14,118,24,2
67,110,49,16,85,20,2
56,87,46,16,91,24,1
54,82,47,14,94,21,1
61,99,50,14,67,19,1
74,121,50,17,96,25,2
75,110,50,15,114,28,2
76,124,49,18,94,26,2
75,114,50,15,98,25,2
75,143,48,30,84,36,2
36,59,46,15,48,31,1
58,86,49,12,65,18,1
69,114,48,16,65,29,2
77,123,49,17,84,28,2
66,112,47,15,84,29,2
63,93,47,13,84,19,1
55,80,48,17,95,25,1
29,33,47,11,21,27,0
38,46,49,9,16,25,0
33,41,47,11,21,22,0
42,54,51,12,17,23,1
61,83,47,13,17,39,1
29,42,43,11,23,31,0
64,84,46,15,21,44,1
49,59,44,11,21,28,1
53,67,46,12,24,29,1
54,76,47,13,28,33,1
53,69,46,11,29,25,1
45,64,45,13,25,25,1
35,52,45,13,27,25,1
55,72,46,17,19,34,1
49,66,52,15,22,32,1
45,57,49,13,22,29,1
37,41,20,10,20,23,0
26,38,19,13,15,25,0
34,41,20,10,19,22,0
30,36,19,11,17,19,0
34,45,19,10,21,18,0
37,48,19,8,20,19,0
37,53,23,8,15,16,1
33,41,19,7,21,20,0
51,58,20,11,18,31,1
42,58,18,12,24,26,1
48,63,21,16,28,35,1
73,94,27,16,24,36,1
58,79,34,10,28,25,1
44,54,19,7,27,21,1
34,50,23,9,24,24,0
68,87,23,22,20,36,1
56,64,23,10,25,20,1
56,69,28,11,26,27,1
62,70,31,12,28,24,1
57,77,22,12,32,23,1
63,83,28,12,29,31,1
58,66,21,7,41,19,1
52,62,22,10,34,27,1
43,53,21,12,37,26,1
23,29,13,7,9,2,0
34,52,14,7,11,2,1
60,87,15,7,11,4,1
62,82,15,7,20,7,1
40,65,35,12,26,10,1
62,96,38,19,20,22,1
36,56,35,10,21,7,1
66,98,37,34,18,27,1
64,90,35,22,21,20,1
49,72,35,17,25,10,1
55,83,38,13,26,12,1
52,70,36,19,24,25,1
55,77,36,12,21,12,1
57,87,35,11,25,13,1
62,88,36,12,21,13,1
53,52,38,11,11,19,1
40,49,11,26,10,10,0
38,39,27,10,5,13,0
35,50,28,10,8,14,0
31,51,28,10,10,14,1
34,64,29,8,10,10,1
50,87,30,13,14,20,1
49,73,29,11,20,23,1
64,109,30,16,14,22,2
64,107,31,11,23,16,2
50,63,30,9,15,19,1
61,84,32,12,20,16,1
52,91,32,12,26,19,1
59,94,31,11,21,17,1
60,87,31,7,22,16,1
57,85,33,8,19,13,1
28,42,50,5,21,24,0
55,71,53,8,25,27,1
34,51,52,6,15,12,1
30,38,40,8,31,24,0
31,43,38,6,11,17,0
25,30,37,6,19,15,0
28,26,34,5,23,13,0
23,18,34,5,23,11,0
21,21,34,6,17,11,0
29,30,35,6,20,15,0
33,43,39,7,18,21,0
54,70,43,11,22,26,1
38,50,39,7,23,14,0
24,32,39,8,21,16,0
29,31,40,8,23,19,0
28,33,44,10,22,28,0
43,54,52,10,19,32,1
44,55,11,9,28,21,1
26,39,21,10,25,21,0
54,68,24,10,27,27,1
44,56,19,7,28,18,1
36,53,33,6,17,12,1
39,50,25,7,22,19,0
30,43,19,9,25,23,0
25,32,18,6,17,15,0
20,22,17,6,19,16,0
28,30,17,8,16,15,0
21,23,16,7,16,13,0
23,28,17,6,17,11,0
32,35,20,7,17,15,0
52,61,19,15,19,26,1
46,57,51,9,23,32,1
49,61,43,9,26,29,1
57,69,25,13,20,23,1
39,51,28,9,18,15,1
54,73,36,12,22,13,1
53,67,39,11,14,12,1
60,76,38,10,22,12,1
58,76,35,13,20,12,1
54,74,35,10,20,12,1
58,79,35,14,13,13,1
51,62,33,9,24,11,1
28,42,30,9,13,7,0
43,61,31,14,23,8,1
29,35,30,7,13,5,0
27,32,31,6,12,5,0
46,63,36,8,14,7,1
64,86,30,16,33,12,1
58,85,32,16,23,13,1
31,39,48,10,24,7,0
38,52,48,10,25,9,1
36,35,49,8,20,7,0
23,27,50,10,13,7,0
38,53,51,11,13,9,1
54,68,49,11,19,12,1
59,74,46,15,50,31,1
58,70,50,19,45,34,1
61,81,52,19,48,33,1
66,86,49,24,41,44,1
51,68,49,21,37,40,1
40,63,43,16,47,35,1
43,61,44,20,31,32,1
25,36,41,10,30,17,0
28,44,45,10,29,23,0
49,61,52,12,28,30,1
31,57,59,49,23,24,1
26,40,57,38,21,18,1
36,51,57,45,20,18,1
29,42,58,42,15,18,1
35,51,57,41,15,19,1
40,55,57,21,17,24,1
47,58,56,21,23,24,1
53,81,42,9,24,12,1
55,92,43,11,24,13,1
54,74,47,8,29,11,1
44,71,43,10,24,12,1
45,76,45,9,29,10,1
51,81,45,10,28,12,1
45,72,45,10,27,13,1
51,75,44,8,32,9,1
59,94,48,10,25,12,1
44,68,44,8,15,9,1
32,57,45,5,18,4,1
45,71,48,9,13,7,1
46,71,48,8,11,7,1
28,53,48,5,15,4,1
51,80,50,9,17,12,1
57,87,50,12,18,13,1
72,105,49,19,18,12,2
57,86,53,7,27,11,1
42,51,50,5,16,5,1
36,57,51,7,14,6,1
46,66,49,8,8,5,1
36,51,51,8,13,5,1
60,94,52,9,20,18,1
65,95,52,9,18,14,1
53,88,52,11,13,18,1
50,85,52,6,25,18,1
54,91,51,10,12,18,1
42,72,52,8,10,11,1
44,72,52,6,10,16,1
37,62,51,3,16,10,1
47,67,51,6,8,15,1
39,66,51,5,8,12,1
27,60,52,1,13,8,1
56,83,52,5,14,13,1
65,98,52,14,13,15,1
61,96,52,7,17,19,1
64,99,52,10,20,15,1
85,154,52,10,11,13,2
49,65,52,5,10,12,1
22,39,52,2,11,8,1
32,64,52,7,8,12,1
41,58,17,9,34,2,1
31,51,23,11,18,1,1
60,72,20,23,21,5,1
44,55,47,10,24,9,1
31,35,49,9,12,7,0
38,50,50,13,26,11,0
25,39,48,10,12,5,0
37,44,45,11,21,8,0
53,69,49,12,28,13,1
57,78,47,11,26,18,1
46,57,44,11,24,7,1
55,71,55,12,10,11,1
53,63,53,11,9,10,1
42,57,51,10,12,9,1
30,50,56,6,10,16,1
41,45,45,8,11,20,0
33,45,41,8,14,27,0
44,61,56,16,20,19,1
31,49,60,17,21,26,1
30,43,56,14,18,19,1
23,44,56,11,17,15,1
28,60,56,10,17,10,1
24,44,57,9,19,17,1
40,65,58,18,28,27,1
62,81,58,13,44,20,1
57,79,58,25,37,40,1
35,48,56,10,19,17,1
55,62,58,19,15,30,1
36,58,59,13,16,25,1
44,58,57,23,14,32,1
37,52,59,11,16,15,1
27,53,62,8,17,9,1
33,50,60,11,17,14,1
39,43,58,14,13,20,1
26,43,51,5,16,2,1
23,40,51,5,16,3,1
30,44,53,5,15,4,1
49,66,51,6,10,4,1
46,71,51,9,10,6,1
50,70,50,8,10,6,1
43,74,54,9,24,3,1
56,80,55,10,36,5,1
49,70,54,13,24,3,1
49,66,55,9,15,2,1
57,79,55,9,9,3,1
45,63,52,7,7,2,1
28,53,53,6,9,1,1
25,27,53,5,9,1,1
59,75,56,8,10,2,1
50,67,56,9,9,3,1
54,43,55,11,10,3,1
65,55,16,22,16,15,1
27,53,53,3,12,10,1
21,59,53,19,14,11,1
38,68,53,16,12,10,1
30,64,53,14,9,7,1
32,63,53,13,11,8,1
36,81,54,14,23,12,1
47,73,54,12,15,11,1
45,66,53,13,7,8,1
40,79,54,16,7,10,1
39,65,54,13,11,10,1
43,75,54,14,10,10,1
32,43,53,10,11,3,1
52,53,55,10,10,5,1
41,61,54,13,12,11,1
50,66,54,13,10,15,1
44,68,54,14,7,17,1
53,82,54,20,8,11,1
51,65,53,14,14,13,1
56,90,54,16,15,20,1
35,34,17,5,39,13,0
35,50,22,8,26,22,0
55,69,55,8,12,2,1
52,72,53,12,9,3,1
24,50,63,6,11,3,1
10,62,79,10,12,8,1
30,49,54,7,12,1,1
11,50,62,8,10,3,1
37,51,53,8,8,3,1
24,40,53,7,11,1,1
29,41,52,7,9,2,1
20,33,53,6,9,1,1
25,39,19,8,14,13,0
27,37,20,7,25,16,0
29,40,18,10,26,24,0
22,34,16,10,31,25,0
37,47,16,9,35,23,0
29,47,17,8,36,18,0
30,41,53,7,9,1,1
49,69,14,9,16,3,1
29,44,13,6,9,1,0
37,57,13,8,11,3,1
22,49,14,8,15,5,0
46,61,14,7,18,5,1
33,49,14,6,17,3,0
46,63,14,7,17,4,1
46,66,53,13,8,15,1
40,53,54,10,9,12,1
55,74,55,14,9,12,1
44,71,54,16,7,10,1
38,65,54,12,12,10,1
44,61,53,15,7,15,1
44,61,53,13,7,10,1
31,42,53,10,11,6,1
38,51,53,12,8,9,1
33,42,53,12,8,10,1
33,48,53,11,9,5,1
29,53,26,5,7,8,1
60,82,27,13,13,14,1
40,41,26,6,6,6,0
39,43,27,6,9,8,0
50,59,27,11,8,14,1
45,55,26,11,14,18,1
40,52,27,8,15,12,1
46,50,27,7,16,15,0
54,61,29,10,14,18,1
49,69,47,9,34,21,1
64,98,50,11,34,32,1
35,51,46,10,29,31,1
45,63,46,12,38,35,1
54,80,49,12,33,34,1
51,69,48,11,40,30,1
65,92,52,10,34,30,1
61,84,53,10,33,25,1
31,41,52,9,15,16,1
39,63,52,10,28,24,1
46,71,51,12,21,32,1
56,77,51,12,21,35,1
57,84,53,10,25,25,1
60,91,52,12,24,34,1
63,93,53,10,23,28,1
66,99,52,10,27,27,1
60,86,47,11,37,36,1
68,96,51,10,21,35,1
66,101,52,11,16,38,2
66,99,39,15,30,32,1
67,98,41,11,32,26,1
57,89,38,10,32,29,1
65,98,38,11,26,30,1
62,93,39,10,31,27,1
60,89,37,10,31,36,1
50,61,23,7,35,16,1
69,97,33,10,36,21,1
58,70,31,7,35,19,1
43,55,26,7,32,20,1
52,70,52,10,38,27,1
51,65,50,7,45,21,1
57,73,51,12,40,29,1
34,43,48,4,25,10,0
53,69,52,6,32,18,1
53,77,51,10,29,26,1
59,77,51,9,37,26,1
69,86,52,7,31,20,1
68,87,52,8,37,17,1
71,93,53,9,31,24,1
72,98,52,8,39,16,1
77,99,53,10,28,25,1
77,100,54,11,39,28,1
78,100,55,11,34,28,1
73,95,53,8,36,22,1
64,87,54,8,36,22,1
72,91,51,10,35,20,1
74,96,51,9,38,20,1
74,98,54,12,36,31,1
56,80,50,12,21,10,1
52,69,50,9,14,12,1
34,50,49,9,19,12,0
54,75,49,18,23,19,1
62,86,50,14,29,13,1
47,68,50,16,27,16,1
73,103,51,12,24,16,2
65,94,51,9,16,15,1
35,51,52,2,16,10,1
54,78,51,8,19,17,1
58,83,51,7,28,14,1
77,107,51,6,22,16,2
74,95,53,7,25,15,1
58,84,40,11,29,28,1
62,91,41,10,31,19,1
60,86,40,10,26,19,1
59,89,37,10,25,22,1
54,75,36,12,29,24,1
59,76,35,12,21,27,1
54,78,38,12,20,31,1
67,91,51,16,27,13,1
75,103,52,10,25,16,2
69,88,51,7,32,13,1
79,100,51,6,25,16,1
78,38,51,11,20,19,1
84,39,50,3,23,18,1
66,37,26,31,23,21,1
29,46,49,12,24,17,0
46,61,51,13,12,24,1
43,65,52,12,21,23,1
57,79,52,13,23,27,1
38,53,48,11,17,18,1
27,51,47,12,14,17,1
31,51,46,11,9,14,1
27,49,45,10,11,14,0
33,57,48,12,14,26,1
65,94,52,12,27,53,1
48,63,50,11,21,22,1
42,58,48,11,18,24,1
51,75,50,9,33,27,1
49,71,46,9,36,23,1
42,64,47,9,32,21,1
35,53,46,11,23,21,1
50,68,45,11,30,31,1
61,87,50,10,42,26,1
31,40,22,6,24,14,0
27,41,22,7,26,18,0
64,79,40,12,31,29,1
50,56,22,10,21,21,1
48,68,26,9,36,24,1
57,70,25,9,30,26,1
67,87,30,8,49,23,1
71,92,35,15,32,34,1
31,39,21,5,27,12,0
27,35,20,6,16,12,0
40,57,25,9,28,21,1
50,62,26,9,28,23,1
45,56,25,8,27,21,1
48,67,24,13,47,26,1
54,72,22,8,49,15,1
47,64,37,7,44,11,1
46,64,21,4,51,6,1
53,70,26,13,33,23,1
35,56,34,5,10,6,1
52,71,36,9,12,15,1
52,71,39,9,14,12,1
56,76,36,7,17,12,1
50,63,51,5,11,11,1
46,60,49,6,15,10,1
47,64,51,7,21,12,1
43,61,49,9,24,11,1
64,46,50,9,18,12,1
37,58,32,3,11,8,1
50,70,34,3,17,13,1
65,88,33,5,16,14,1
57,82,33,6,17,11,1
51,72,32,4,19,13,1
55,83,38,12,20,28,1
55,83,37,11,26,27,1
55,81,40,10,24,28,1
53,76,38,12,25,31,1
62,95,43,11,23,35,1
66,101,39,11,22,35,2
65,97,45,11,32,35,1
54,69,38,11,21,29,1
42,67,38,12,15,23,1
42,62,40,10,17,17,1
52,73,42,11,13,27,1
63,92,40,12,36,33,1
59,90,39,12,36,35,1
60,87,40,11,21,24,1
56,84,39,11,23,22,1
52,80,39,14,27,25,1
62,94,41,16,24,38,1
74,114,42,13,30,35,2
63,97,42,11,36,34,1
63,92,38,11,25,33,1
71,109,41,13,26,43,2
67,94,44,11,24,32,1
63,93,42,11,27,27,1
60,83,39,12,26,20,1
62,76,51,11,34,26,1
64,79,51,13,36,30,1
61,78,51,8,34,19,1
58,73,50,9,36,22,1
73,87,51,13,28,36,1
69,86,57,12,22,38,1
60,70,53,15,23,33,1
60,69,53,12,21,23,1
69,83,58,9,23,22,1
70,91,53,9,43,23,1
75,91,55,10,41,28,1
73,86,54,7,34,18,1
70,89,54,9,37,20,1
77,97,53,9,42,19,1
74,82,55,7,29,22,1
66,72,53,5,33,14,1
68,82,54,6,39,18,1
71,81,54,6,39,16,1
67,78,55,7,36,17,1
70,84,58,7,40,18,1
76,90,59,8,37,22,1
69,91,56,8,44,21,1
75,82,54,8,30,24,1
52,59,52,6,37,17,1
61,75,52,6,39,17,1
63,75,53,5,38,13,1
73,90,53,10,44,26,1
71,93,54,6,38,17,1
73,93,55,7,44,21,1
66,75,52,4,43,11,1
68,89,53,6,45,15,1
74,87,53,10,29,26,1
73,91,56,7,33,24,1
76,105,42,10,49,27,2
64,73,55,10,21,14,1
64,75,54,9,22,12,1
70,82,53,7,22,12,1
70,83,53,8,21,11,1
66,77,53,6,26,10,1
69,78,53,5,24,10,1
88,113,53,6,30,16,2
76,89,53,6,24,14,1
64,72,53,8,27,9,1
66,76,53,8,31,9,1
74,89,53,9,29,14,1
77,96,53,8,27,14,1
60,74,53,8,28,8,1
75,90,54,9,27,16,1
69,82,54,9,31,11,1
66,76,54,7,23,13,1
54,59,53,7,22,6,1
64,77,53,7,28,13,1
68,82,53,6,26,9,1
65,78,53,6,24,10,1
74,93,55,8,28,21,1
80,99,55,10,39,27,1
67,77,55,6,37,18,1
73,91,56,11,30,38,1
70,88,57,8,39,24,1
85,112,55,14,36,33,2
79,98,57,9,32,27,1
78,94,56,8,36,18,1
71,82,55,8,33,16,1
62,79,52,10,24,11,1
57,75,53,8,29,12,1
62,73,52,9,25,13,1
78,97,53,6,21,13,1
59,66,52,10,19,17,1
47,57,52,9,15,13,1
54,67,53,5,20,10,1
65,81,54,10,22,16,1
67,88,53,9,27,14,1
54,63,53,6,25,9,1
53,68,53,6,30,9,1
59,70,52,7,31,9,1
86,108,54,10,36,13,2
72,84,53,7,27,10,1
76,96,54,5,23,15,1
75,83,53,7,25,13,1
84,100,53,7,28,21,1
71,42,53,8,28,12,1
56,79,41,10,19,24,1
60,82,40,9,32,29,1
57,91,39,8,33,22,1
72,114,40,13,28,39,2
67,90,41,10,19,29,1
58,79,39,9,24,24,1
58,87,41,10,27,31,1
66,96,40,10,29,29,1
66,98,42,12,28,28,1
56,82,42,12,30,25,1
61,90,46,11,26,33,1
63,93,42,12,28,35,1
61,87,42,11,21,29,1
46,67,40,12,24,22,1
59,86,42,13,30,20,1
64,96,41,14,29,37,1
64,89,45,12,26,27,1
60,90,45,13,40,35,1
77,84,42,8,30,23,1
64,94,40,12,42,23,1
62,85,41,13,28,30,1
63,90,45,14,23,30,1
64,90,44,13,32,32,1
66,77,56,7,24,23,1
68,79,54,7,32,20,1
54,81,44,11,21,22,1
60,89,38,12,23,24,1
57,80,44,10,19,26,1
56,81,39,11,24,26,1
60,92,40,11,20,32,1
56,75,36,11,28,25,1
57,85,46,13,23,28,1
58,87,44,10,21,27,1
56,75,41,14,25,28,1
55,87,41,10,36,26,1
63,98,37,13,33,35,1
51,74,37,10,34,29,1
55,83,36,10,39,24,1
36,56,37,9,24,16,1
38,65,36,10,28,18,1
72,94,53,10,40,25,1
74,95,53,8,33,18,1
69,87,55,7,33,17,1
67,87,51,8,36,16,1
69,86,56,17,23,35,1
58,83,52,8,38,18,1
65,92,51,9,35,19,1
66,84,55,7,28,18,1
65,84,51,7,36,17,1
76,93,63,14,23,31,1
59,67,51,9,28,20,1
61,72,53,16,20,28,1
65,88,54,7,34,22,1
73,92,52,10,35,25,1
67,86,54,8,27,18,1
59,75,52,7,38,20,1
59,74,51,10,33,25,1
40,55,51,5,33,14,1
48,62,52,6,32,15,1
59,74,51,7,30,12,1
74,99,51,8,24,14,1
64,80,50,3,26,10,1
58,72,51,4,26,13,1
52,64,50,6,21,14,1
57,72,50,3,23,10,1
73,97,51,5,28,15,1
68,86,52,7,25,12,1
61,78,52,10,20,18,1
71,97,53,16,20,20,1
52,62,52,8,20,10,1
53,62,53,18,16,23,1
59,76,53,10,24,11,1
65,80,53,12,29,14,1
55,64,53,15,25,13,1
58,71,53,11,26,11,1
44,57,53,10,24,13,1
37,37,52,7,22,8,1
41,36,52,6,29,7,1
71,101,42,12,35,37,2
74,108,43,11,34,33,2
63,93,43,11,42,20,1
62,89,45,11,31,29,1
66,99,46,16,27,36,1
60,93,47,16,32,35,1
62,95,47,15,33,30,1
66,102,49,14,24,34,2
62,91,41,10,35,29,1
56,82,41,10,18,24,1
55,86,41,10,31,26,1
55,73,42,9,29,29,1
58,82,44,8,29,27,1
60,88,46,7,33,26,1
53,76,42,6,32,20,1
60,88,41,9,33,30,1
61,84,44,8,29,32,1
57,86,45,8,33,31,1
55,78,44,7,30,23,1
59,84,46,9,35,30,1
58,89,45,8,27,34,1
57,88,46,9,23,33,1
58,99,46,8,29,23,1
58,88,47,8,29,22,1
77,91,28,7,44,25,1
71,89,26,5,53,12,1
66,83,29,6,44,16,1
77,103,43,9,36,31,2
67,88,26,9,40,26,1
69,91,22,6,41,16,1
65,86,20,7,45,18,1
65,90,21,8,25,24,1
61,77,20,7,37,19,1
67,90,22,7,40,18,1
56,71,19,5,44,15,1
69,80,19,5,42,20,1
69,85,21,8,28,25,1
65,83,20,6,37,17,1
65,83,22,6,37,19,1
56,75,20,6,42,17,1
64,84,20,6,42,21,1
63,82,20,7,37,23,1
66,89,21,7,38,19,1
68,98,23,8,33,22,1
66,88,54,8,44,12,1
72,91,54,8,31,22,1
60,82,54,10,33,9,1
60,81,55,10,33,9,1
71,93,55,10,35,15,1
67,87,55,9,32,12,1
57,68,54,7,28,6,1
57,70,54,7,21,5,1
58,77,54,8,28,7,1
61,86,54,9,31,9,1
59,81,54,9,32,13,1
59,72,53,9,31,11,1
52,70,54,9,34,10,1
54,65,54,9,33,7,1
